tract_fips10,year,population,aland10,count_445110,count_sales_445110,count_emp_445110,popden_445110,popden_sales_445110,popden_emp_445110,aden_445110,aden_sales_445110,aden_emp_445110
37037020702,2015,3997,88.92457,1,1,1,0.2501876,0.2501876,0.2501876,0.0112455,0.0112455,0.0112455
37037020702,2017,3997,88.92457,1,1,1,0.2501876,0.2501876,0.2501876,0.0112455,0.0112455,0.0112455
37037020800,2013,9034,70.08836,9,9,9,0.9962364,0.9962364,0.9962364,0.1284093,0.1284093,0.1284093
37037020800,2014,9034,70.08836,9,9,9,0.9962364,0.9962364,0.9962364,0.1284093,0.1284093,0.1284093
37037020800,2015,9034,70.08836,8,8,8,0.8855435,0.8855435,0.8855435,0.1141416,0.1141416,0.1141416
37037020800,2017,9034,70.08836,7,7,7,0.7748505,0.7748505,0.7748505,0.0998739,0.0998739,0.0998739
37039930100,2013,4538,52.66556,5,5,5,1.101807,1.101807,1.101807,0.0949387,0.0949387,0.0949387
37039930100,2014,4538,52.66556,4,4,4,0.8814456,0.8814456,0.8814456,0.075951,0.075951,0.075951
37039930100,2015,4538,52.66556,3,3,3,0.6610842,0.6610842,0.6610842,0.0569632,0.0569632,0.0569632
37039930100,2017,4538,52.66556,2,2,2,0.4407228,0.4407228,0.4407228,0.0379755,0.0379755,0.0379755
37039930200,2013,2302,39.21798,0,0,0,0,0,0,0,0,0
37039930200,2014,2302,39.21798,0,0,0,0,0,0,0,0,0
37039930200,2015,2302,39.21798,0,0,0,0,0,0,0,0,0
37039930200,2017,2302,39.21798,0,0,0,0,0,0,0,0,0
37039930300,2013,2512,137.016,0,0,0,0,0,0,0,0,0
37039930300,2014,2512,137.016,0,0,0,0,0,0,0,0,0
37039930300,2015,2512,137.016,0,0,0,0,0,0,0,0,0
37039930300,2017,2512,137.016,1,1,1,0.3980892,0.3980892,0.3980892,0.0072984,0.0072984,0.0072984
37039930400,2013,5609,54.24817,9,8,9,1.604564,1.426279,1.604564,0.1659042,0.1474704,0.1659042
37039930400,2014,5609,54.24817,9,9,9,1.604564,1.604564,1.604564,0.1659042,0.1659042,0.1659042
37039930400,2015,5609,54.24817,9,9,9,1.604564,1.604564,1.604564,0.1659042,0.1659042,0.1659042
37039930400,2017,5609,54.24817,8,8,8,1.426279,1.426279,1.426279,0.1474704,0.1474704,0.1474704
37039930500,2013,4622,40.30581,1,1,1,0.2163565,0.2163565,0.2163565,0.0248103,0.0248103,0.0248103
37039930500,2014,4622,40.30581,1,1,1,0.2163565,0.2163565,0.2163565,0.0248103,0.0248103,0.0248103
37039930500,2015,4622,40.30581,1,1,1,0.2163565,0.2163565,0.2163565,0.0248103,0.0248103,0.0248103
37039930500,2017,4622,40.30581,0,0,0,0,0,0,0,0,0
37039930601,2013,3452,58.60027,2,2,2,0.5793743,0.5793743,0.5793743,0.0341295,0.0341295,0.0341295
37039930601,2014,3452,58.60027,2,2,2,0.5793743,0.5793743,0.5793743,0.0341295,0.0341295,0.0341295
37039930601,2015,3452,58.60027,2,2,2,0.5793743,0.5793743,0.5793743,0.0341295,0.0341295,0.0341295
37039930601,2017,3452,58.60027,2,2,2,0.5793743,0.5793743,0.5793743,0.0341295,0.0341295,0.0341295
37039930602,2013,4428,73.37189,0,0,0,0,0,0,0,0,0
37039930602,2014,4428,73.37189,0,0,0,0,0,0,0,0,0
37039930602,2015,4428,73.37189,0,0,0,0,0,0,0,0,0
37039930602,2017,4428,73.37189,0,0,0,0,0,0,0,0,0
37041930101,2013,5207,9.271832,7,7,7,1.344344,1.344344,1.344344,0.7549748,0.7549748,0.7549748
37041930101,2014,5207,9.271832,7,7,7,1.344344,1.344344,1.344344,0.7549748,0.7549748,0.7549748
37041930101,2015,5207,9.271832,7,7,7,1.344344,1.344344,1.344344,0.7549748,0.7549748,0.7549748
37041930101,2017,5207,9.271832,6,6,5,1.152295,1.152295,0.9602458,0.6471213,0.6471213,0.5392677
37041930102,2013,2296,43.43466,0,0,0,0,0,0,0,0,0
37041930102,2014,2296,43.43466,0,0,0,0,0,0,0,0,0
37041930102,2015,2296,43.43466,1,0,1,0.4355401,0,0.4355401,0.0230231,0,0.0230231
37041930102,2017,2296,43.43466,1,1,1,0.4355401,0.4355401,0.4355401,0.0230231,0.0230231,0.0230231
37041930200,2013,6867,119.7663,4,3,4,0.582496,0.436872,0.582496,0.0333984,0.0250488,0.0333984
37041930200,2014,6867,119.7663,4,4,4,0.582496,0.582496,0.582496,0.0333984,0.0333984,0.0333984
37041930200,2015,6867,119.7663,4,4,4,0.582496,0.582496,0.582496,0.0333984,0.0333984,0.0333984
37041930200,2017,6867,119.7663,1,1,1,0.145624,0.145624,0.145624,0.0083496,0.0083496,0.0083496
37043950100,2013,4825,163.7924,2,2,2,0.4145078,0.4145078,0.4145078,0.0122106,0.0122106,0.0122106
37043950100,2014,4825,163.7924,2,2,2,0.4145078,0.4145078,0.4145078,0.0122106,0.0122106,0.0122106
37043950100,2015,4825,163.7924,1,1,1,0.2072539,0.2072539,0.2072539,0.0061053,0.0061053,0.0061053
37043950100,2017,4825,163.7924,1,1,1,0.2072539,0.2072539,0.2072539,0.0061053,0.0061053,0.0061053
37043950200,2013,5928,50.95807,1,1,1,0.1686909,0.1686909,0.1686909,0.019624,0.019624,0.019624
37043950200,2014,5928,50.95807,2,1,2,0.3373819,0.1686909,0.3373819,0.039248,0.019624,0.039248
37043950200,2015,5928,50.95807,2,2,2,0.3373819,0.3373819,0.3373819,0.039248,0.039248,0.039248
37043950200,2017,5928,50.95807,2,2,2,0.3373819,0.3373819,0.3373819,0.039248,0.039248,0.039248
37045950101,2013,4742,81.17688,1,1,1,0.2108815,0.2108815,0.2108815,0.0123188,0.0123188,0.0123188
37045950101,2014,4742,81.17688,1,1,1,0.2108815,0.2108815,0.2108815,0.0123188,0.0123188,0.0123188
37045950101,2015,4742,81.17688,1,1,1,0.2108815,0.2108815,0.2108815,0.0123188,0.0123188,0.0123188
37045950101,2017,4742,81.17688,1,1,1,0.2108815,0.2108815,0.2108815,0.0123188,0.0123188,0.0123188
37045950102,2013,2846,38.18245,1,1,1,0.3513703,0.3513703,0.3513703,0.02619,0.02619,0.02619
37045950102,2014,2846,38.18245,1,1,1,0.3513703,0.3513703,0.3513703,0.02619,0.02619,0.02619
37045950102,2015,2846,38.18245,1,1,1,0.3513703,0.3513703,0.3513703,0.02619,0.02619,0.02619
37045950102,2017,2846,38.18245,1,1,1,0.3513703,0.3513703,0.3513703,0.02619,0.02619,0.02619
37045950200,2013,4466,35.94598,2,2,2,0.447828,0.447828,0.447828,0.055639,0.055639,0.055639
37045950200,2014,4466,35.94598,2,2,2,0.447828,0.447828,0.447828,0.055639,0.055639,0.055639
37045950200,2015,4466,35.94598,2,2,2,0.447828,0.447828,0.447828,0.055639,0.055639,0.055639
37045950200,2017,4466,35.94598,2,2,2,0.447828,0.447828,0.447828,0.055639,0.055639,0.055639
37045950301,2013,4233,24.38642,0,0,0,0,0,0,0,0,0
37045950301,2014,4233,24.38642,0,0,0,0,0,0,0,0,0
37045950301,2015,4233,24.38642,0,0,0,0,0,0,0,0,0
37045950301,2017,4233,24.38642,0,0,0,0,0,0,0,0,0
37045950302,2013,6084,22.11996,2,2,2,0.3287311,0.3287311,0.3287311,0.0904161,0.0904161,0.0904161
37045950302,2014,6084,22.11996,2,2,2,0.3287311,0.3287311,0.3287311,0.0904161,0.0904161,0.0904161
37045950302,2015,6084,22.11996,2,2,2,0.3287311,0.3287311,0.3287311,0.0904161,0.0904161,0.0904161
37045950302,2017,6084,22.11996,1,1,1,0.1643656,0.1643656,0.1643656,0.045208,0.045208,0.045208
37045950400,2013,6977,7.101206,6,6,6,0.8599685,0.8599685,0.8599685,0.8449269,0.8449269,0.8449269
37045950400,2014,6977,7.101206,6,6,6,0.8599685,0.8599685,0.8599685,0.8449269,0.8449269,0.8449269
37045950400,2015,6977,7.101206,6,6,6,0.8599685,0.8599685,0.8599685,0.8449269,0.8449269,0.8449269
37045950400,2017,6977,7.101206,6,6,6,0.8599685,0.8599685,0.8599685,0.8449269,0.8449269,0.8449269
37045950500,2013,3277,5.559202,5,5,5,1.525786,1.525786,1.525786,0.8994097,0.8994097,0.8994097
37045950500,2014,3277,5.559202,4,4,4,1.220629,1.220629,1.220629,0.7195278,0.7195278,0.7195278
37045950500,2015,3277,5.559202,4,4,4,1.220629,1.220629,1.220629,0.7195278,0.7195278,0.7195278
37045950500,2017,3277,5.559202,2,2,2,0.6103143,0.6103143,0.6103143,0.3597639,0.3597639,0.3597639
37045950601,2013,3528,15.99112,4,4,4,1.133787,1.133787,1.133787,0.2501389,0.2501389,0.2501389
37045950601,2014,3528,15.99112,3,3,3,0.8503401,0.8503401,0.8503401,0.1876042,0.1876042,0.1876042
37045950601,2015,3528,15.99112,3,3,3,0.8503401,0.8503401,0.8503401,0.1876042,0.1876042,0.1876042
37045950601,2017,3528,15.99112,3,3,3,0.8503401,0.8503401,0.8503401,0.1876042,0.1876042,0.1876042
37045950602,2013,5905,31.74291,3,3,3,0.508044,0.508044,0.508044,0.0945093,0.0945093,0.0945093
37045950602,2014,5905,31.74291,2,2,2,0.338696,0.338696,0.338696,0.0630062,0.0630062,0.0630062
37045950602,2015,5905,31.74291,2,2,2,0.338696,0.338696,0.338696,0.0630062,0.0630062,0.0630062
37045950602,2017,5905,31.74291,1,1,1,0.169348,0.169348,0.169348,0.0315031,0.0315031,0.0315031
37045950700,2013,7059,12.83276,5,5,5,0.7083156,0.7083156,0.7083156,0.3896277,0.3896277,0.3896277
37045950700,2014,7059,12.83276,4,4,4,0.5666525,0.5666525,0.5666525,0.3117022,0.3117022,0.3117022
37045950700,2015,7059,12.83276,5,4,5,0.7083156,0.5666525,0.7083156,0.3896277,0.3117022,0.3896277
37045950700,2017,7059,12.83276,5,5,5,0.7083156,0.7083156,0.7083156,0.3896277,0.3896277,0.3896277
37045950800,2013,4552,17.20835,3,3,1,0.6590509,0.6590509,0.2196837,0.174334,0.174334,0.0581113
37045950800,2014,4552,17.20835,2,2,0,0.4393673,0.4393673,0,0.1162226,0.1162226,0
37045950800,2015,4552,17.20835,2,2,0,0.4393673,0.4393673,0,0.1162226,0.1162226,0
37045950800,2017,4552,17.20835,0,0,0,0,0,0,0,0,0
37045950900,2013,2920,3.221883,0,0,0,0,0,0,0,0,0
37045950900,2014,2920,3.221883,0,0,0,0,0,0,0,0,0
37045950900,2015,2920,3.221883,0,0,0,0,0,0,0,0,0
37045950900,2017,2920,3.221883,0,0,0,0,0,0,0,0,0
37045951000,2013,3123,2.194769,4,4,4,1.28082,1.28082,1.28082,1.822515,1.822515,1.822515
37045951000,2014,3123,2.194769,4,4,4,1.28082,1.28082,1.28082,1.822515,1.822515,1.822515
37045951000,2015,3123,2.194769,4,4,4,1.28082,1.28082,1.28082,1.822515,1.822515,1.822515
37045951000,2017,3123,2.194769,2,2,2,0.6404099,0.6404099,0.6404099,0.9112577,0.9112577,0.9112577
37045951100,2013,3125,1.903835,4,3,4,1.28,0.96,1.28,2.101023,1.575767,2.101023
37045951100,2014,3125,1.903835,4,4,4,1.28,1.28,1.28,2.101023,2.101023,2.101023
37045951100,2015,3125,1.903835,4,4,4,1.28,1.28,1.28,2.101023,2.101023,2.101023
37045951100,2017,3125,1.903835,2,2,2,0.64,0.64,0.64,1.050511,1.050511,1.050511
37045951200,2013,5425,5.70598,2,2,2,0.3686636,0.3686636,0.3686636,0.3505094,0.3505094,0.3505094
37045951200,2014,5425,5.70598,2,2,2,0.3686636,0.3686636,0.3686636,0.3505094,0.3505094,0.3505094
37045951200,2015,5425,5.70598,2,2,2,0.3686636,0.3686636,0.3686636,0.3505094,0.3505094,0.3505094
37045951200,2017,5425,5.70598,2,2,2,0.3686636,0.3686636,0.3686636,0.3505094,0.3505094,0.3505094
37045951300,2013,3067,21.24177,1,1,1,0.3260515,0.3260515,0.3260515,0.047077,0.047077,0.047077
37045951300,2014,3067,21.24177,1,1,1,0.3260515,0.3260515,0.3260515,0.047077,0.047077,0.047077
37045951300,2015,3067,21.24177,1,1,1,0.3260515,0.3260515,0.3260515,0.047077,0.047077,0.047077
37045951300,2017,3067,21.24177,1,1,1,0.3260515,0.3260515,0.3260515,0.047077,0.047077,0.047077
37045951400,2013,6462,43.68433,0,0,0,0,0,0,0,0,0
37045951400,2014,6462,43.68433,0,0,0,0,0,0,0,0,0
37045951400,2015,6462,43.68433,0,0,0,0,0,0,0,0,0
37045951400,2017,6462,43.68433,0,0,0,0,0,0,0,0,0
37045951501,2013,5799,20.76791,2,2,2,0.344887,0.344887,0.344887,0.0963024,0.0963024,0.0963024
37045951501,2014,5799,20.76791,2,2,2,0.344887,0.344887,0.344887,0.0963024,0.0963024,0.0963024
37045951501,2015,5799,20.76791,2,2,2,0.344887,0.344887,0.344887,0.0963024,0.0963024,0.0963024
37045951501,2017,5799,20.76791,3,3,3,0.5173306,0.5173306,0.5173306,0.1444536,0.1444536,0.1444536
37045951502,2013,1239,21.40804,0,0,0,0,0,0,0,0,0
37045951502,2014,1239,21.40804,0,0,0,0,0,0,0,0,0
37045951502,2015,1239,21.40804,0,0,0,0,0,0,0,0,0
37045951502,2017,1239,21.40804,0,0,0,0,0,0,0,0,0
37045951503,2013,2726,13.88099,0,0,0,0,0,0,0,0,0
37045951503,2014,2726,13.88099,0,0,0,0,0,0,0,0,0
37045951503,2015,2726,13.88099,0,0,0,0,0,0,0,0,0
37045951503,2017,2726,13.88099,0,0,0,0,0,0,0,0,0
37045951601,2013,4633,22.77838,3,3,2,0.6475286,0.6475286,0.4316857,0.1317038,0.1317038,0.0878025
37045951601,2014,4633,22.77838,3,3,2,0.6475286,0.6475286,0.4316857,0.1317038,0.1317038,0.0878025
37045951601,2015,4633,22.77838,2,2,1,0.4316857,0.4316857,0.2158429,0.0878025,0.0878025,0.0439013
37045951601,2017,4633,22.77838,1,1,1,0.2158429,0.2158429,0.2158429,0.0439013,0.0439013,0.0439013
37045951602,2013,4850,15.21734,2,2,2,0.4123711,0.4123711,0.4123711,0.131429,0.131429,0.131429
37045951602,2014,4850,15.21734,2,2,2,0.4123711,0.4123711,0.4123711,0.131429,0.131429,0.131429
37045951602,2015,4850,15.21734,2,2,2,0.4123711,0.4123711,0.4123711,0.131429,0.131429,0.131429
37045951602,2017,4850,15.21734,2,2,2,0.4123711,0.4123711,0.4123711,0.131429,0.131429,0.131429
37047930100,2013,4035,60.14964,2,2,2,0.495663,0.495663,0.495663,0.0332504,0.0332504,0.0332504
37047930100,2014,4035,60.14964,2,2,2,0.495663,0.495663,0.495663,0.0332504,0.0332504,0.0332504
37047930100,2015,4035,60.14964,2,2,2,0.495663,0.495663,0.495663,0.0332504,0.0332504,0.0332504
37047930100,2017,4035,60.14964,1,1,1,0.2478315,0.2478315,0.2478315,0.0166252,0.0166252,0.0166252
37047930200,2013,2257,98.19023,0,0,0,0,0,0,0,0,0
37047930200,2014,2257,98.19023,0,0,0,0,0,0,0,0,0
37047930200,2015,2257,98.19023,1,0,1,0.443066,0,0.443066,0.0101843,0,0.0101843
37047930200,2017,2257,98.19023,1,1,1,0.443066,0.443066,0.443066,0.0101843,0.0101843,0.0101843
37047930300,2013,2821,51.30965,3,3,3,1.063453,1.063453,1.063453,0.0584685,0.0584685,0.0584685
37047930300,2014,2821,51.30965,3,3,3,1.063453,1.063453,1.063453,0.0584685,0.0584685,0.0584685
37047930300,2015,2821,51.30965,3,3,3,1.063453,1.063453,1.063453,0.0584685,0.0584685,0.0584685
37047930300,2017,2821,51.30965,2,2,2,0.7089685,0.7089685,0.7089685,0.038979,0.038979,0.038979
37047930400,2013,4021,99.60586,0,0,0,0,0,0,0,0,0
37047930400,2014,4021,99.60586,0,0,0,0,0,0,0,0,0
37047930400,2015,4021,99.60586,0,0,0,0,0,0,0,0,0
37047930400,2017,4021,99.60586,0,0,0,0,0,0,0,0,0
37047930500,2013,4378,105.6107,4,4,4,0.9136592,0.9136592,0.9136592,0.0378749,0.0378749,0.0378749
37047930500,2014,4378,105.6107,4,3,4,0.9136592,0.6852444,0.9136592,0.0378749,0.0284062,0.0378749
37047930500,2015,4378,105.6107,4,4,4,0.9136592,0.9136592,0.9136592,0.0378749,0.0378749,0.0378749
37047930500,2017,4378,105.6107,3,3,3,0.6852444,0.6852444,0.6852444,0.0284062,0.0284062,0.0284062
37047930600,2013,3532,81.02548,2,2,2,0.5662514,0.5662514,0.5662514,0.0246836,0.0246836,0.0246836
37047930600,2014,3532,81.02548,2,2,2,0.5662514,0.5662514,0.5662514,0.0246836,0.0246836,0.0246836
37047930600,2015,3532,81.02548,1,1,1,0.2831257,0.2831257,0.2831257,0.0123418,0.0123418,0.0123418
37047930600,2017,3532,81.02548,1,1,1,0.2831257,0.2831257,0.2831257,0.0123418,0.0123418,0.0123418
37047930700,2013,4796,42.13729,4,4,4,0.8340284,0.8340284,0.8340284,0.0949278,0.0949278,0.0949278
37047930700,2014,4796,42.13729,4,4,4,0.8340284,0.8340284,0.8340284,0.0949278,0.0949278,0.0949278
37047930700,2015,4796,42.13729,3,3,3,0.6255213,0.6255213,0.6255213,0.0711958,0.0711958,0.0711958
37047930700,2017,4796,42.13729,3,3,3,0.6255213,0.6255213,0.6255213,0.0711958,0.0711958,0.0711958
37047930800,2013,4238,26.56366,0,0,0,0,0,0,0,0,0
37047930800,2014,4238,26.56366,0,0,0,0,0,0,0,0,0
37047930800,2015,4238,26.56366,0,0,0,0,0,0,0,0,0
37047930800,2017,4238,26.56366,0,0,0,0,0,0,0,0,0
37047930900,2013,4693,14.34188,5,5,5,1.065417,1.065417,1.065417,0.3486292,0.3486292,0.3486292
37047930900,2014,4693,14.34188,5,5,5,1.065417,1.065417,1.065417,0.3486292,0.3486292,0.3486292
37047930900,2015,4693,14.34188,2,2,2,0.4261666,0.4261666,0.4261666,0.1394517,0.1394517,0.1394517
37047930900,2017,4693,14.34188,2,2,2,0.4261666,0.4261666,0.4261666,0.1394517,0.1394517,0.1394517
37047931000,2013,5407,36.22983,4,4,4,0.7397818,0.7397818,0.7397818,0.1104063,0.1104063,0.1104063
37047931000,2014,5407,36.22983,4,4,4,0.7397818,0.7397818,0.7397818,0.1104063,0.1104063,0.1104063
37047931000,2015,5407,36.22983,4,4,4,0.7397818,0.7397818,0.7397818,0.1104063,0.1104063,0.1104063
37047931000,2017,5407,36.22983,4,4,4,0.7397818,0.7397818,0.7397818,0.1104063,0.1104063,0.1104063
37047931100,2013,3941,53.30304,0,0,0,0,0,0,0,0,0
37047931100,2014,3941,53.30304,0,0,0,0,0,0,0,0,0
37047931100,2015,3941,53.30304,0,0,0,0,0,0,0,0,0
37047931100,2017,3941,53.30304,0,0,0,0,0,0,0,0,0
37047931200,2013,7482,56.55639,4,4,4,0.5346164,0.5346164,0.5346164,0.0707259,0.0707259,0.0707259
37047931200,2014,7482,56.55639,4,4,4,0.5346164,0.5346164,0.5346164,0.0707259,0.0707259,0.0707259
37047931200,2015,7482,56.55639,3,3,3,0.4009623,0.4009623,0.4009623,0.0530444,0.0530444,0.0530444
37047931200,2017,7482,56.55639,2,2,2,0.2673082,0.2673082,0.2673082,0.0353629,0.0353629,0.0353629
37047931300,2013,4988,212.2695,3,3,3,0.6014435,0.6014435,0.6014435,0.014133,0.014133,0.014133
37047931300,2014,4988,212.2695,2,2,2,0.4009623,0.4009623,0.4009623,0.009422,0.009422,0.009422
37047931300,2015,4988,212.2695,1,1,1,0.2004811,0.2004811,0.2004811,0.004711,0.004711,0.004711
37047931300,2017,4988,212.2695,1,1,1,0.2004811,0.2004811,0.2004811,0.004711,0.004711,0.004711
37049960101,2013,3768,16.71444,3,3,3,0.7961783,0.7961783,0.7961783,0.1794855,0.1794855,0.1794855
37049960101,2014,3768,16.71444,2,2,2,0.5307856,0.5307856,0.5307856,0.119657,0.119657,0.119657
37049960101,2015,3768,16.71444,2,2,2,0.5307856,0.5307856,0.5307856,0.119657,0.119657,0.119657
37049960101,2017,3768,16.71444,0,0,0,0,0,0,0,0,0
37049960102,2013,4433,65.0462,1,1,1,0.2255809,0.2255809,0.2255809,0.0153737,0.0153737,0.0153737
37049960102,2014,4433,65.0462,1,1,1,0.2255809,0.2255809,0.2255809,0.0153737,0.0153737,0.0153737
37049960102,2015,4433,65.0462,0,0,0,0,0,0,0,0,0
37049960102,2017,4433,65.0462,0,0,0,0,0,0,0,0,0
37049960200,2013,8403,166.2241,5,5,5,0.5950256,0.5950256,0.5950256,0.0300799,0.0300799,0.0300799
37049960200,2014,8403,166.2241,4,4,4,0.4760205,0.4760205,0.4760205,0.0240639,0.0240639,0.0240639
37049960200,2015,8403,166.2241,3,3,3,0.3570153,0.3570153,0.3570153,0.0180479,0.0180479,0.0180479
37049960200,2017,8403,166.2241,3,3,3,0.3570153,0.3570153,0.3570153,0.0180479,0.0180479,0.0180479
37049960300,2013,6998,169.296,2,2,2,0.285796,0.285796,0.285796,0.0118136,0.0118136,0.0118136
37049960300,2014,6998,169.296,3,2,3,0.4286939,0.285796,0.4286939,0.0177204,0.0118136,0.0177204
37049960300,2015,6998,169.296,3,3,3,0.4286939,0.4286939,0.4286939,0.0177204,0.0177204,0.0177204
37049960300,2017,6998,169.296,2,2,2,0.285796,0.285796,0.285796,0.0118136,0.0118136,0.0118136
37049960401,2013,4406,18.73635,2,2,2,0.4539265,0.4539265,0.4539265,0.1067444,0.1067444,0.1067444
37049960401,2014,4406,18.73635,2,2,2,0.4539265,0.4539265,0.4539265,0.1067444,0.1067444,0.1067444
37049960401,2015,4406,18.73635,2,2,2,0.4539265,0.4539265,0.4539265,0.1067444,0.1067444,0.1067444
37049960401,2017,4406,18.73635,2,2,2,0.4539265,0.4539265,0.4539265,0.1067444,0.1067444,0.1067444
37049960402,2013,3774,3.491468,5,4,5,1.324854,1.059883,1.324854,1.432062,1.14565,1.432062
37049960402,2014,3774,3.491468,4,4,3,1.059883,1.059883,0.7949126,1.14565,1.14565,0.8592374
37049960402,2015,3774,3.491468,4,4,3,1.059883,1.059883,0.7949126,1.14565,1.14565,0.8592374
37049960402,2017,3774,3.491468,4,4,3,1.059883,1.059883,0.7949126,1.14565,1.14565,0.8592374
37049960403,2013,4117,2.955366,1,1,1,0.2428953,0.2428953,0.2428953,0.3383676,0.3383676,0.3383676
37049960403,2014,4117,2.955366,1,1,1,0.2428953,0.2428953,0.2428953,0.3383676,0.3383676,0.3383676
37049960403,2015,4117,2.955366,1,1,1,0.2428953,0.2428953,0.2428953,0.3383676,0.3383676,0.3383676
37049960403,2017,4117,2.955366,1,1,1,0.2428953,0.2428953,0.2428953,0.3383676,0.3383676,0.3383676
37049960404,2013,3077,4.031237,1,1,1,0.3249919,0.3249919,0.3249919,0.2480628,0.2480628,0.2480628
37049960404,2014,3077,4.031237,0,0,0,0,0,0,0,0,0
37049960404,2015,3077,4.031237,0,0,0,0,0,0,0,0,0
37049960404,2017,3077,4.031237,0,0,0,0,0,0,0,0,0
37049960500,2013,7624,18.64754,5,5,5,0.6558237,0.6558237,0.6558237,0.2681319,0.2681319,0.2681319
37049960500,2014,7624,18.64754,4,3,4,0.5246589,0.3934942,0.5246589,0.2145055,0.1608791,0.2145055
37049960500,2015,7624,18.64754,3,3,3,0.3934942,0.3934942,0.3934942,0.1608791,0.1608791,0.1608791
37049960500,2017,7624,18.64754,3,3,3,0.3934942,0.3934942,0.3934942,0.1608791,0.1608791,0.1608791
37049960600,2013,5643,2.132907,5,5,4,0.8860536,0.8860536,0.7088428,2.344219,2.344219,1.875375
37049960600,2014,5643,2.132907,4,4,3,0.7088428,0.7088428,0.5316321,1.875375,1.875375,1.406531
37049960600,2015,5643,2.132907,4,4,3,0.7088428,0.7088428,0.5316321,1.875375,1.875375,1.406531
37049960600,2017,5643,2.132907,4,4,3,0.7088428,0.7088428,0.5316321,1.875375,1.875375,1.406531
37049960700,2013,1706,0.8735248,1,1,1,0.5861664,0.5861664,0.5861664,1.144787,1.144787,1.144787
37049960700,2014,1706,0.8735248,1,1,1,0.5861664,0.5861664,0.5861664,1.144787,1.144787,1.144787
37049960700,2015,1706,0.8735248,0,0,0,0,0,0,0,0,0
37049960700,2017,1706,0.8735248,0,0,0,0,0,0,0,0,0
37049960800,2013,2573,0.8328092,8,8,7,3.109211,3.109211,2.72056,9.606042,9.606042,8.405287
37049960800,2014,2573,0.8328092,5,5,4,1.943257,1.943257,1.554606,6.003776,6.003776,4.803021
37049960800,2015,2573,0.8328092,5,5,4,1.943257,1.943257,1.554606,6.003776,6.003776,4.803021
37049960800,2017,2573,0.8328092,4,4,3,1.554606,1.554606,1.165954,4.803021,4.803021,3.602266
37049960900,2013,2317,0.7789322,3,3,3,1.294778,1.294778,1.294778,3.851427,3.851427,3.851427
37049960900,2014,2317,0.7789322,4,3,4,1.72637,1.294778,1.72637,5.135235,3.851427,5.135235
37049960900,2015,2317,0.7789322,3,3,3,1.294778,1.294778,1.294778,3.851427,3.851427,3.851427
37049960900,2017,2317,0.7789322,3,3,3,1.294778,1.294778,1.294778,3.851427,3.851427,3.851427
37049961001,2013,11418,57.2381,1,1,1,0.087581,0.087581,0.087581,0.0174709,0.0174709,0.0174709
37049961001,2014,11418,57.2381,1,1,1,0.087581,0.087581,0.087581,0.0174709,0.0174709,0.0174709
37049961001,2015,11418,57.2381,1,1,1,0.087581,0.087581,0.087581,0.0174709,0.0174709,0.0174709
37049961001,2017,11418,57.2381,1,1,1,0.087581,0.087581,0.087581,0.0174709,0.0174709,0.0174709
37049961002,2013,4195,4.580544,2,2,2,0.4767581,0.4767581,0.4767581,0.4366294,0.4366294,0.4366294
37049961002,2014,4195,4.580544,2,2,2,0.4767581,0.4767581,0.4767581,0.4366294,0.4366294,0.4366294
37049961002,2015,4195,4.580544,2,2,2,0.4767581,0.4767581,0.4767581,0.4366294,0.4366294,0.4366294
37049961002,2017,4195,4.580544,2,2,2,0.4767581,0.4767581,0.4767581,0.4366294,0.4366294,0.4366294
37049961100,2013,8199,87.07364,1,1,1,0.1219661,0.1219661,0.1219661,0.0114845,0.0114845,0.0114845
37049961100,2014,8199,87.07364,2,1,2,0.2439322,0.1219661,0.2439322,0.0229691,0.0114845,0.0229691
37049961100,2015,8199,87.07364,1,1,1,0.1219661,0.1219661,0.1219661,0.0114845,0.0114845,0.0114845
37049961100,2017,8199,87.07364,2,2,2,0.2439322,0.2439322,0.2439322,0.0229691,0.0229691,0.0229691
37049961201,2013,3121,5.493543,0,0,0,0,0,0,0,0,0
37049961201,2014,3121,5.493543,0,0,0,0,0,0,0,0,0
37049961201,2015,3121,5.493543,0,0,0,0,0,0,0,0,0
37049961201,2017,3121,5.493543,0,0,0,0,0,0,0,0,0
37049961202,2013,4476,12.13018,1,1,1,0.2234138,0.2234138,0.2234138,0.082439,0.082439,0.082439
37049961202,2014,4476,12.13018,1,1,1,0.2234138,0.2234138,0.2234138,0.082439,0.082439,0.082439
37049961202,2015,4476,12.13018,1,1,1,0.2234138,0.2234138,0.2234138,0.082439,0.082439,0.082439
37049961202,2017,4476,12.13018,1,1,1,0.2234138,0.2234138,0.2234138,0.082439,0.082439,0.082439
37049961301,2013,3788,10.14722,3,3,1,0.7919747,0.7919747,0.2639916,0.2956475,0.2956475,0.0985492
37049961301,2014,3788,10.14722,3,3,1,0.7919747,0.7919747,0.2639916,0.2956475,0.2956475,0.0985492
37049961301,2015,3788,10.14722,4,4,2,1.055966,1.055966,0.5279831,0.3941967,0.3941967,0.1970983
37049961301,2017,3788,10.14722,1,1,0,0.2639916,0.2639916,0,0.0985492,0.0985492,0
37049961302,2013,5732,13.682,5,5,5,0.8722959,0.8722959,0.8722959,0.3654436,0.3654436,0.3654436
37049961302,2014,5732,13.682,5,5,5,0.8722959,0.8722959,0.8722959,0.3654436,0.3654436,0.3654436
